Data from glass_V78500241_18.txt Node
Date: Wed Sep 01 19:14:37 CST 2021
User: usil
Spectrometer: V785-0024
Trigger mode: 0
Integration Time (sec): 4.000000E-1
Scans to average: 1
Nonlinearity correction enabled: false
Boxcar width: 0
Storing dark spectrum: false
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 1024
>>>>>Begin Spectral Data<<<<<
801.071	3720
801.214	3724
801.356	3743
801.499	3740
801.641	3728
801.783	3789
801.926	3930
802.068	3865
802.211	3861
802.353	3907
802.496	3888
802.638	3854
802.78	3934
802.923	3945
803.065	3934
803.208	3846
803.35	3869
803.492	3907
803.635	3884
803.777	3781
803.919	3888
804.061	4219
804.204	4006
804.346	3975
804.488	3941
804.63	4006
804.773	4017
804.915	4071
805.057	4169
805.199	4051
805.341	4086
805.483	4143
805.626	4169
805.768	4128
805.91	4234
806.052	4188
806.194	4173
806.336	4379
806.478	4215
806.62	4158
806.762	4215
806.904	4253
807.046	4379
807.188	4238
807.33	4169
807.472	4280
807.614	4230
807.756	4337
807.898	4204
808.04	4265
808.182	4265
808.324	4310
808.465	4344
808.607	4474
808.749	4459
808.891	4459
809.033	4500
809.174	4390
809.316	4249
809.458	4253
809.6	4177
809.741	4181
809.883	4196
810.025	4242
810.166	4196
810.308	4238
810.45	4265
810.591	4276
810.733	4303
810.875	4577
811.016	4839
811.158	5155
811.299	5216
811.441	5318
811.582	5045
811.724	4679
811.865	4478
812.007	4451
812.148	4462
812.29	4428
812.431	4413
812.573	4421
812.714	4413
812.855	4428
812.997	4428
813.138	4478
813.279	4436
813.421	4440
813.562	4405
813.703	4348
813.845	4318
813.986	4287
814.127	4238
814.268	4253
814.41	4272
814.551	4257
814.692	4363
814.833	4314
814.974	4287
815.115	4390
815.256	4291
815.397	4249
815.539	4284
815.68	4188
815.821	4265
815.962	4360
816.103	4295
816.244	4242
816.385	4261
816.526	4337
816.666	4219
816.807	4128
816.948	4204
817.089	4204
817.23	4097
817.371	4074
817.512	4093
817.653	4048
817.793	4063
817.934	4078
818.075	4131
818.216	4093
818.356	4097
818.497	4002
818.638	3918
818.778	3922
818.919	3892
819.06	3888
819.2	3930
819.341	3854
819.481	3865
819.622	3937
819.762	3998
819.903	3979
820.043	3892
820.184	3857
820.324	3842
820.465	3911
820.605	3850
820.746	3896
820.886	3819
821.026	3941
821.167	3911
821.307	4013
821.447	4006
821.588	3972
821.728	3915
821.868	3975
822.008	3896
822.149	3941
822.289	3930
822.429	3789
822.569	3759
822.709	3819
822.849	3728
822.99	3778
823.13	3762
823.27	3800
823.41	3747
823.55	3751
823.69	3755
823.83	3759
823.97	3667
824.11	3637
824.25	3629
824.389	3610
824.529	3682
824.669	3656
824.809	3720
824.949	3781
825.089	3724
825.228	3701
825.368	3584
825.508	3584
825.648	3591
825.787	3629
825.927	3671
826.067	3622
826.206	3667
826.346	3778
826.485	3812
826.625	3869
826.765	3941
826.904	3831
827.044	3648
827.183	3568
827.323	3435
827.462	3454
827.601	3439
827.741	3469
827.88	3511
828.02	3367
828.159	3443
828.298	3504
828.437	3561
828.577	3504
828.716	3671
828.855	3477
828.994	3386
829.134	3378
829.273	3386
829.412	3359
829.551	3370
829.69	3363
829.829	3458
829.968	3545
830.107	3435
830.246	3469
830.385	3409
830.524	3393
830.663	3317
830.802	3317
830.941	3176
831.08	3165
831.219	3313
831.357	3294
831.496	3416
831.635	3264
831.774	3218
831.913	3214
832.051	3150
832.19	3142
832.329	3218
832.467	3180
832.606	3108
832.744	3157
832.883	3214
833.022	3218
833.16	3268
833.299	3317
833.437	3355
833.576	3416
833.714	3428
833.852	3466
833.991	3443
834.129	3473
834.267	3420
834.406	3435
834.544	3428
834.682	3431
834.821	3431
834.959	3580
835.097	3492
835.235	3511
835.373	3542
835.511	3511
835.65	3496
835.788	3488
835.926	3397
836.064	3348
836.202	3409
836.34	3599
836.478	3622
836.615	3561
836.753	3603
836.891	3648
837.029	3622
837.167	3580
837.305	3584
837.443	3561
837.58	3511
837.718	3553
837.856	3591
837.993	3549
838.131	3618
838.269	3614
838.406	3587
838.544	3606
838.681	3511
838.819	3428
838.956	3405
839.094	3386
839.231	3443
839.369	3561
839.506	3755
839.643	3660
839.781	3504
839.918	3458
840.055	3545
840.193	3553
840.33	3584
840.467	3591
840.604	3633
840.742	3808
840.879	3553
841.016	3587
841.153	3572
841.29	3789
841.427	3679
841.564	3751
841.701	3781
841.838	3724
841.975	3694
842.112	3728
842.249	3682
842.385	3625
842.522	3838
842.659	3717
842.796	3705
842.933	3751
843.069	3740
843.206	3743
843.343	3831
843.479	3785
843.616	3850
843.752	3667
843.889	3690
844.025	3869
844.162	3713
844.298	3922
844.435	3770
844.571	3778
844.708	3892
844.844	4010
844.98	4071
845.117	4044
845.253	3953
845.389	3892
845.525	3987
845.661	3987
845.798	3918
845.934	4025
846.07	4021
