Data from glass_V78500241_2176.txt Node
Date: Wed Sep 01 19:29:35 CST 2021
User: usil
Spectrometer: V785-0024
Trigger mode: 0
Integration Time (sec): 4.000000E-1
Scans to average: 1
Nonlinearity correction enabled: false
Boxcar width: 0
Storing dark spectrum: false
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 1024
>>>>>Begin Spectral Data<<<<<
801.071	3732
801.214	3785
801.356	3686
801.499	3736
801.641	3720
801.783	3766
801.926	3861
802.068	3835
802.211	3884
802.353	3884
802.496	3857
802.638	3838
802.78	3854
802.923	3945
803.065	3918
803.208	3861
803.35	3892
803.492	3865
803.635	3918
803.777	3857
803.919	3873
804.061	4150
804.204	3979
804.346	3983
804.488	3903
804.63	4055
804.773	3945
804.915	3998
805.057	4166
805.199	4029
805.341	4120
805.483	4143
805.626	4124
805.768	4128
805.91	4211
806.052	4223
806.194	4265
806.336	4333
806.478	4169
806.62	4188
806.762	4204
806.904	4242
807.046	4303
807.188	4230
807.33	4158
807.472	4230
807.614	4204
807.756	4253
807.898	4173
808.04	4246
808.182	4276
808.324	4325
808.465	4371
808.607	4451
808.749	4428
808.891	4402
809.033	4462
809.174	4379
809.316	4265
809.458	4204
809.6	4105
809.741	4120
809.883	4177
810.025	4173
810.166	4204
810.308	4207
810.45	4253
810.591	4257
810.733	4272
810.875	4474
811.016	4752
811.158	5136
811.299	5231
811.441	5246
811.582	5060
811.724	4664
811.865	4466
812.007	4459
812.148	4459
812.29	4417
812.431	4394
812.573	4375
812.714	4375
812.855	4386
812.997	4440
813.138	4500
813.279	4421
813.421	4348
813.562	4360
813.703	4261
813.845	4257
813.986	4284
814.127	4162
814.268	4261
814.41	4268
814.551	4246
814.692	4318
814.833	4272
814.974	4318
815.115	4329
815.256	4280
815.397	4246
815.539	4265
815.68	4162
815.821	4200
815.962	4276
816.103	4306
816.244	4211
816.385	4207
816.526	4246
816.666	4211
816.807	4078
816.948	4196
817.089	4158
817.23	4086
817.371	4059
817.512	4074
817.653	4074
817.793	4010
817.934	4006
818.075	4063
818.216	4044
818.356	4105
818.497	4013
818.638	3903
818.778	3941
818.919	3896
819.06	3831
819.2	3907
819.341	3831
819.481	3835
819.622	3911
819.762	4032
819.903	3903
820.043	3823
820.184	3880
820.324	3816
820.465	3918
820.605	3865
820.746	3903
820.886	3816
821.026	3903
821.167	3922
821.307	3979
821.447	3968
821.588	3968
821.728	3896
821.868	3949
822.008	3888
822.149	3907
822.289	3880
822.429	3797
822.569	3781
822.709	3781
822.849	3701
822.99	3705
823.13	3743
823.27	3728
823.41	3682
823.55	3709
823.69	3717
823.83	3694
823.97	3686
824.11	3557
824.25	3610
824.389	3652
824.529	3648
824.669	3622
824.809	3686
824.949	3778
825.089	3709
825.228	3637
825.368	3564
825.508	3553
825.648	3530
825.787	3584
825.927	3576
826.067	3622
826.206	3648
826.346	3789
826.485	3857
826.625	3880
826.765	3907
826.904	3800
827.044	3595
827.183	3492
827.323	3431
827.462	3492
827.601	3412
827.741	3439
827.88	3454
828.02	3351
828.159	3435
828.298	3492
828.437	3504
828.577	3500
828.716	3587
828.855	3488
828.994	3351
829.134	3386
829.273	3351
829.412	3336
829.551	3321
829.69	3367
829.829	3420
829.968	3466
830.107	3481
830.246	3450
830.385	3397
830.524	3344
830.663	3306
830.802	3226
830.941	3165
831.08	3165
831.219	3237
831.357	3272
831.496	3405
831.635	3207
831.774	3176
831.913	3169
832.051	3123
832.19	3138
832.329	3211
832.467	3150
832.606	3100
832.744	3214
832.883	3154
833.022	3188
833.16	3233
833.299	3291
833.437	3359
833.576	3302
833.714	3462
833.852	3412
833.991	3431
834.129	3428
834.267	3431
834.406	3416
834.544	3382
834.682	3405
834.821	3401
834.959	3526
835.097	3412
835.235	3568
835.373	3500
835.511	3492
835.65	3447
835.788	3473
835.926	3348
836.064	3370
836.202	3462
836.34	3542
836.478	3557
836.615	3523
836.753	3603
836.891	3599
837.029	3610
837.167	3595
837.305	3553
837.443	3511
837.58	3500
837.718	3576
837.856	3549
837.993	3511
838.131	3595
838.269	3595
838.406	3599
838.544	3557
838.681	3481
838.819	3439
