Data from glass_V78500241_1823.txt Node
Date: Wed Sep 01 19:27:08 CST 2021
User: usil
Spectrometer: V785-0024
Trigger mode: 0
Integration Time (sec): 4.000000E-1
Scans to average: 1
Nonlinearity correction enabled: false
Boxcar width: 0
Storing dark spectrum: false
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 1024
>>>>>Begin Spectral Data<<<<<
801.071	3736
801.214	3743
801.356	3736
801.499	3759
801.641	3694
801.783	3781
801.926	3861
802.068	3797
802.211	3854
802.353	3903
802.496	3838
802.638	3838
802.78	3865
802.923	3975
803.065	3911
803.208	3797
803.35	3842
803.492	3915
803.635	3953
803.777	3793
803.919	3907
804.061	4150
804.204	3918
804.346	3953
804.488	3896
804.63	4082
804.773	3960
804.915	3998
805.057	4112
805.199	4036
805.341	4055
805.483	4093
805.626	4116
805.768	4093
805.91	4204
806.052	4234
806.194	4223
806.336	4318
806.478	4181
806.62	4188
806.762	4181
806.904	4230
807.046	4322
807.188	4223
807.33	4169
807.472	4249
807.614	4219
807.756	4238
807.898	4200
808.04	4188
808.182	4306
808.324	4325
808.465	4337
808.607	4455
808.749	4436
808.891	4455
809.033	4504
809.174	4383
809.316	4227
809.458	4249
809.6	4139
809.741	4188
809.883	4124
810.025	4158
810.166	4238
810.308	4204
810.45	4284
810.591	4227
810.733	4261
810.875	4519
811.016	4793
811.158	5143
811.299	5250
811.441	5265
811.582	5056
811.724	4729
811.865	4428
812.007	4432
812.148	4474
812.29	4447
812.431	4409
812.573	4394
812.714	4379
812.855	4352
812.997	4417
813.138	4459
813.279	4428
813.421	4352
813.562	4367
813.703	4303
813.845	4333
813.986	4249
814.127	4219
814.268	4246
814.41	4272
814.551	4230
814.692	4329
814.833	4287
814.974	4322
815.115	4390
815.256	4257
815.397	4261
815.539	4284
815.68	4215
815.821	4230
815.962	4322
816.103	4268
816.244	4227
816.385	4249
816.526	4268
816.666	4196
816.807	4067
816.948	4143
817.089	4147
817.23	4112
817.371	4074
817.512	4025
817.653	4025
817.793	3991
817.934	4013
818.075	4044
818.216	4071
818.356	4051
818.497	4013
818.638	3903
818.778	3918
818.919	3854
819.06	3876
819.2	3899
819.341	3846
819.481	3835
819.622	3888
819.762	4006
819.903	3930
820.043	3892
820.184	3857
820.324	3850
820.465	3804
820.605	3854
820.746	3816
820.886	3823
821.026	3956
821.167	3945
821.307	3930
821.447	3964
821.588	3972
821.728	3941
821.868	3922
822.008	3896
